,model_name,units,batch_size,dense_units,dropout_rate,best_val_loss,epochs
122,baseline_lstm,128,4,32,0.1,0.042355965822935104,55
158,baseline_lstm,128,4,32,0.2,0.042355965822935104,55
230,baseline_lstm,128,4,64,0.1,0.042355965822935104,55
410,baseline_lstm,128,4,128,0.3,0.042355965822935104,55
194,baseline_lstm,128,4,32,0.3,0.042355965822935104,55
302,baseline_lstm,128,4,64,0.3,0.042355965822935104,55
266,baseline_lstm,128,4,64,0.2,0.042355965822935104,55
374,baseline_lstm,128,4,128,0.2,0.042355965822935104,55
338,baseline_lstm,128,4,128,0.1,0.042355965822935104,55
86,baseline_lstm,128,4,16,0.3,0.042355965822935104,55
14,baseline_lstm,128,4,16,0.1,0.042355965822935104,55
50,baseline_lstm,128,4,16,0.2,0.042355965822935104,55
173,stacked_lstm,128,4,32,0.2,0.04584848880767822,11
137,stacked_lstm,128,4,32,0.1,0.04584848880767822,11
101,stacked_lstm,128,4,16,0.3,0.04584848880767822,11
29,stacked_lstm,128,4,16,0.1,0.04584848880767822,11
317,stacked_lstm,128,4,64,0.3,0.04584848880767822,11
425,stacked_lstm,128,4,128,0.3,0.04584848880767822,11
209,stacked_lstm,128,4,32,0.3,0.04584848880767822,11
245,stacked_lstm,128,4,64,0.1,0.04584848880767822,11
65,stacked_lstm,128,4,16,0.2,0.04584848880767822,11
389,stacked_lstm,128,4,128,0.2,0.04584848880767822,11
353,stacked_lstm,128,4,128,0.1,0.04584848880767822,11
281,stacked_lstm,128,4,64,0.2,0.04584848880767822,11
319,lstm_dense,64,4,64,0.3,0.04720108583569527,18
283,lstm_dense,64,4,64,0.2,0.04720108583569527,18
247,lstm_dense,64,4,64,0.1,0.04720108583569527,18
131,lstm_dropout,128,4,32,0.1,0.048639070242643356,50
23,lstm_dropout,128,4,16,0.1,0.048639070242643356,50
239,lstm_dropout,128,4,64,0.1,0.048639070242643356,50
347,lstm_dropout,128,4,128,0.1,0.048639070242643356,50
427,lstm_dense,64,4,128,0.3,0.048812251538038254,19
355,lstm_dense,64,4,128,0.1,0.048812251538038254,19
391,lstm_dense,64,4,128,0.2,0.048812251538038254,19
857,stacked_lstm,128,8,128,0.3,0.048823799937963486,16
641,stacked_lstm,128,8,32,0.3,0.048823799937963486,16
533,stacked_lstm,128,8,16,0.3,0.048823799937963486,16
605,stacked_lstm,128,8,32,0.2,0.048823799937963486,16
821,stacked_lstm,128,8,128,0.2,0.048823799937963486,16
749,stacked_lstm,128,8,64,0.3,0.048823799937963486,16
461,stacked_lstm,128,8,16,0.1,0.048823799937963486,16
713,stacked_lstm,128,8,64,0.2,0.048823799937963486,16
677,stacked_lstm,128,8,64,0.1,0.048823799937963486,16
785,stacked_lstm,128,8,128,0.1,0.048823799937963486,16
497,stacked_lstm,128,8,16,0.2,0.048823799937963486,16
569,stacked_lstm,128,8,32,0.1,0.048823799937963486,16
67,lstm_dense,64,4,16,0.2,0.04906731843948364,15
103,lstm_dense,64,4,16,0.3,0.04906731843948364,15
31,lstm_dense,64,4,16,0.1,0.04906731843948364,15
139,lstm_dense,64,4,32,0.1,0.04930393397808075,20
211,lstm_dense,64,4,32,0.3,0.04930393397808075,20
175,lstm_dense,64,4,32,0.2,0.04930393397808075,20
104,lstm_dense,128,4,16,0.3,0.049604129046201706,12
32,lstm_dense,128,4,16,0.1,0.049604129046201706,12
68,lstm_dense,128,4,16,0.2,0.049604129046201706,12
827,lstm_dropout,128,8,128,0.2,0.049654264003038406,27
503,lstm_dropout,128,8,16,0.2,0.049654264003038406,27
719,lstm_dropout,128,8,64,0.2,0.049654264003038406,27
611,lstm_dropout,128,8,32,0.2,0.049654264003038406,27
176,lstm_dense,128,4,32,0.2,0.05040833353996277,21
212,lstm_dense,128,4,32,0.3,0.05040833353996277,21
140,lstm_dense,128,4,32,0.1,0.05040833353996277,21
431,lstm_dropout,128,4,128,0.3,0.05063774064183235,27
107,lstm_dropout,128,4,16,0.3,0.05063774064183235,27
323,lstm_dropout,128,4,64,0.3,0.05063774064183235,27
215,lstm_dropout,128,4,32,0.3,0.05063774064183235,27
301,baseline_lstm,64,4,64,0.3,0.05091581866145134,82
337,baseline_lstm,64,4,128,0.1,0.05091581866145134,82
265,baseline_lstm,64,4,64,0.2,0.05091581866145134,82
373,baseline_lstm,64,4,128,0.2,0.05091581866145134,82
121,baseline_lstm,64,4,32,0.1,0.05091581866145134,82
157,baseline_lstm,64,4,32,0.2,0.05091581866145134,82
193,baseline_lstm,64,4,32,0.3,0.05091581866145134,82
229,baseline_lstm,64,4,64,0.1,0.05091581866145134,82
409,baseline_lstm,64,4,128,0.3,0.05091581866145134,82
13,baseline_lstm,64,4,16,0.1,0.05091581866145134,82
85,baseline_lstm,64,4,16,0.3,0.05091581866145134,82
49,baseline_lstm,64,4,16,0.2,0.05091581866145134,82
413,stacked_lstm,128,4,128,0.3,0.05162617191672325,51
233,stacked_lstm,128,4,64,0.1,0.05162617191672325,51
377,stacked_lstm,128,4,128,0.2,0.05162617191672325,51
305,stacked_lstm,128,4,64,0.3,0.05162617191672325,51
341,stacked_lstm,128,4,128,0.1,0.05162617191672325,51
269,stacked_lstm,128,4,64,0.2,0.05162617191672325,51
89,stacked_lstm,128,4,16,0.3,0.05162617191672325,51
125,stacked_lstm,128,4,32,0.1,0.05162617191672325,51
17,stacked_lstm,128,4,16,0.1,0.05162617191672325,51
53,stacked_lstm,128,4,16,0.2,0.05162617191672325,51
161,stacked_lstm,128,4,32,0.2,0.05162617191672325,51
197,stacked_lstm,128,4,32,0.3,0.05162617191672325,51
30,lstm_dense,32,4,16,0.1,0.05222699046134949,24
102,lstm_dense,32,4,16,0.3,0.05222699046134949,24
66,lstm_dense,32,4,16,0.2,0.05222699046134949,24
365,stacked_lstm,128,4,128,0.2,0.05347858741879463,106
329,stacked_lstm,128,4,128,0.1,0.05347858741879463,106
77,stacked_lstm,128,4,16,0.3,0.05347858741879463,106
293,stacked_lstm,128,4,64,0.3,0.05347858741879463,106
257,stacked_lstm,128,4,64,0.2,0.05347858741879463,106
5,stacked_lstm,128,4,16,0.1,0.05347858741879463,106
113,stacked_lstm,128,4,32,0.1,0.05347858741879463,106
221,stacked_lstm,128,4,64,0.1,0.05347858741879463,106
185,stacked_lstm,128,4,32,0.3,0.05347858741879463,106
401,stacked_lstm,128,4,128,0.3,0.05347858741879463,106
41,stacked_lstm,128,4,16,0.2,0.05347858741879463,106
149,stacked_lstm,128,4,32,0.2,0.05347858741879463,106
138,lstm_dense,32,4,32,0.1,0.05426881089806557,27
174,lstm_dense,32,4,32,0.2,0.05426881089806557,27
210,lstm_dense,32,4,32,0.3,0.05426881089806557,27
16,stacked_lstm,64,4,16,0.1,0.05442145839333534,74
88,stacked_lstm,64,4,16,0.3,0.05442145839333534,74
52,stacked_lstm,64,4,16,0.2,0.05442145839333534,74
340,stacked_lstm,64,4,128,0.1,0.05442145839333534,74
232,stacked_lstm,64,4,64,0.1,0.05442145839333534,74
268,stacked_lstm,64,4,64,0.2,0.05442145839333534,74
376,stacked_lstm,64,4,128,0.2,0.05442145839333534,74
304,stacked_lstm,64,4,64,0.3,0.05442145839333534,74
196,stacked_lstm,64,4,32,0.3,0.05442145839333534,74
412,stacked_lstm,64,4,128,0.3,0.05442145839333534,74
124,stacked_lstm,64,4,32,0.1,0.05442145839333534,74
160,stacked_lstm,64,4,32,0.2,0.05442145839333534,74
682,lstm_dropout,64,8,64,0.1,0.05449312552809715,24
466,lstm_dropout,64,8,16,0.1,0.05449312552809715,24
574,lstm_dropout,64,8,32,0.1,0.05449312552809715,24
790,lstm_dropout,64,8,128,0.1,0.05449312552809715,24
35,lstm_dropout,128,4,16,0.1,0.054543837904930115,15
143,lstm_dropout,128,4,32,0.1,0.054543837904930115,15
359,lstm_dropout,128,4,128,0.1,0.054543837904930115,15
251,lstm_dropout,128,4,64,0.1,0.054543837904930115,15
246,lstm_dense,32,4,64,0.1,0.05514821782708168,23
318,lstm_dense,32,4,64,0.3,0.05514821782708168,23
282,lstm_dense,32,4,64,0.2,0.05514821782708168,23
855,stacked_lstm,32,8,128,0.3,0.05594101548194885,24
567,stacked_lstm,32,8,32,0.1,0.05594101548194885,24
531,stacked_lstm,32,8,16,0.3,0.05594101548194885,24
495,stacked_lstm,32,8,16,0.2,0.05594101548194885,24
747,stacked_lstm,32,8,64,0.3,0.05594101548194885,24
459,stacked_lstm,32,8,16,0.1,0.05594101548194885,24
603,stacked_lstm,32,8,32,0.2,0.05594101548194885,24
639,stacked_lstm,32,8,32,0.3,0.05594101548194885,24
819,stacked_lstm,32,8,128,0.2,0.05594101548194885,24
675,stacked_lstm,32,8,64,0.1,0.05594101548194885,24
711,stacked_lstm,32,8,64,0.2,0.05594101548194885,24
783,stacked_lstm,32,8,128,0.1,0.05594101548194885,24
320,lstm_dense,128,4,64,0.3,0.05595020577311516,12
248,lstm_dense,128,4,64,0.1,0.05595020577311516,12
284,lstm_dense,128,4,64,0.2,0.05595020577311516,12
564,baseline_lstm,32,8,32,0.1,0.05635988339781761,24
780,baseline_lstm,32,8,128,0.1,0.05635988339781761,24
672,baseline_lstm,32,8,64,0.1,0.05635988339781761,24
708,baseline_lstm,32,8,64,0.2,0.05635988339781761,24
636,baseline_lstm,32,8,32,0.3,0.05635988339781761,24
852,baseline_lstm,32,8,128,0.3,0.05635988339781761,24
744,baseline_lstm,32,8,64,0.3,0.05635988339781761,24
492,baseline_lstm,32,8,16,0.2,0.05635988339781761,24
528,baseline_lstm,32,8,16,0.3,0.05635988339781761,24
456,baseline_lstm,32,8,16,0.1,0.05635988339781761,24
816,baseline_lstm,32,8,128,0.2,0.05635988339781761,24
600,baseline_lstm,32,8,32,0.2,0.05635988339781761,24
358,lstm_dropout,64,4,128,0.1,0.05652207136154175,12
250,lstm_dropout,64,4,64,0.1,0.05652207136154175,12
142,lstm_dropout,64,4,32,0.1,0.05652207136154175,12
34,lstm_dropout,64,4,16,0.1,0.05652207136154175,12
146,baseline_lstm,128,4,32,0.2,0.05658954009413719,82
218,baseline_lstm,128,4,64,0.1,0.05658954009413719,82
38,baseline_lstm,128,4,16,0.2,0.05658954009413719,82
110,baseline_lstm,128,4,32,0.1,0.05658954009413719,82
182,baseline_lstm,128,4,32,0.3,0.05658954009413719,82
2,baseline_lstm,128,4,16,0.1,0.05658954009413719,82
290,baseline_lstm,128,4,64,0.3,0.05658954009413719,82
362,baseline_lstm,128,4,128,0.2,0.05658954009413719,82
254,baseline_lstm,128,4,64,0.2,0.05658954009413719,82
74,baseline_lstm,128,4,16,0.3,0.05658954009413719,82
326,baseline_lstm,128,4,128,0.1,0.05658954009413719,82
398,baseline_lstm,128,4,128,0.3,0.05658954009413719,82
390,lstm_dense,32,4,128,0.2,0.057504791766405106,35
354,lstm_dense,32,4,128,0.1,0.057504791766405106,35
426,lstm_dense,32,4,128,0.3,0.057504791766405106,35
845,stacked_lstm,128,8,128,0.3,0.05822671949863434,68
737,stacked_lstm,128,8,64,0.3,0.05822671949863434,68
449,stacked_lstm,128,8,16,0.1,0.05822671949863434,68
557,stacked_lstm,128,8,32,0.1,0.05822671949863434,68
485,stacked_lstm,128,8,16,0.2,0.05822671949863434,68
665,stacked_lstm,128,8,64,0.1,0.05822671949863434,68
773,stacked_lstm,128,8,128,0.1,0.05822671949863434,68
593,stacked_lstm,128,8,32,0.2,0.05822671949863434,68
809,stacked_lstm,128,8,128,0.2,0.05822671949863434,68
629,stacked_lstm,128,8,32,0.3,0.05822671949863434,68
701,stacked_lstm,128,8,64,0.2,0.05822671949863434,68
521,stacked_lstm,128,8,16,0.3,0.05822671949863434,68
1259,lstm_dropout,128,16,128,0.2,0.058297306299209595,28
1043,lstm_dropout,128,16,32,0.2,0.058297306299209595,28
935,lstm_dropout,128,16,16,0.2,0.058297306299209595,28
1151,lstm_dropout,128,16,64,0.2,0.058297306299209595,28
748,stacked_lstm,64,8,64,0.3,0.059025079011917114,22
496,stacked_lstm,64,8,16,0.2,0.059025079011917114,22
604,stacked_lstm,64,8,32,0.2,0.059025079011917114,22
460,stacked_lstm,64,8,16,0.1,0.059025079011917114,22
784,stacked_lstm,64,8,128,0.1,0.059025079011917114,22
712,stacked_lstm,64,8,64,0.2,0.059025079011917114,22
676,stacked_lstm,64,8,64,0.1,0.059025079011917114,22
568,stacked_lstm,64,8,32,0.1,0.059025079011917114,22
820,stacked_lstm,64,8,128,0.2,0.059025079011917114,22
640,stacked_lstm,64,8,32,0.3,0.059025079011917114,22
532,stacked_lstm,64,8,16,0.3,0.059025079011917114,22
856,stacked_lstm,64,8,128,0.3,0.059025079011917114,22
575,lstm_dropout,128,8,32,0.1,0.06064952537417412,28
791,lstm_dropout,128,8,128,0.1,0.06064952537417412,28
467,lstm_dropout,128,8,16,0.1,0.06064952537417412,28
683,lstm_dropout,128,8,64,0.1,0.06064952537417412,28
1032,baseline_lstm,32,16,32,0.2,0.06213408708572388,45
1068,baseline_lstm,32,16,32,0.3,0.06213408708572388,45
996,baseline_lstm,32,16,32,0.1,0.06213408708572388,45
1104,baseline_lstm,32,16,64,0.1,0.06213408708572388,45
1248,baseline_lstm,32,16,128,0.2,0.06213408708572388,45
1284,baseline_lstm,32,16,128,0.3,0.06213408708572388,45
1212,baseline_lstm,32,16,128,0.1,0.06213408708572388,45
960,baseline_lstm,32,16,16,0.3,0.06213408708572388,45
1140,baseline_lstm,32,16,64,0.2,0.06213408708572388,45
1176,baseline_lstm,32,16,64,0.3,0.06213408708572388,45
888,baseline_lstm,32,16,16,0.1,0.06213408708572388,45
924,baseline_lstm,32,16,16,0.2,0.06213408708572388,45
277,baseline_lstm,64,4,64,0.2,0.06249737739562988,14
313,baseline_lstm,64,4,64,0.3,0.06249737739562988,14
169,baseline_lstm,64,4,32,0.2,0.06249737739562988,14
205,baseline_lstm,64,4,32,0.3,0.06249737739562988,14
421,baseline_lstm,64,4,128,0.3,0.06249737739562988,14
241,baseline_lstm,64,4,64,0.1,0.06249737739562988,14
385,baseline_lstm,64,4,128,0.2,0.06249737739562988,14
61,baseline_lstm,64,4,16,0.2,0.06249737739562988,14
133,baseline_lstm,64,4,32,0.1,0.06249737739562988,14
97,baseline_lstm,64,4,16,0.3,0.06249737739562988,14
349,baseline_lstm,64,4,128,0.1,0.06249737739562988,14
25,baseline_lstm,64,4,16,0.1,0.06249737739562988,14
680,lstm_dense,128,8,64,0.1,0.06255995482206345,14
716,lstm_dense,128,8,64,0.2,0.06255995482206345,14
752,lstm_dense,128,8,64,0.3,0.06255995482206345,14
518,baseline_lstm,128,8,16,0.3,0.06304828822612762,67
590,baseline_lstm,128,8,32,0.2,0.06304828822612762,67
446,baseline_lstm,128,8,16,0.1,0.06304828822612762,67
626,baseline_lstm,128,8,32,0.3,0.06304828822612762,67
734,baseline_lstm,128,8,64,0.3,0.06304828822612762,67
770,baseline_lstm,128,8,128,0.1,0.06304828822612762,67
482,baseline_lstm,128,8,16,0.2,0.06304828822612762,67
554,baseline_lstm,128,8,32,0.1,0.06304828822612762,67
698,baseline_lstm,128,8,64,0.2,0.06304828822612762,67
806,baseline_lstm,128,8,128,0.2,0.06304828822612762,67
842,baseline_lstm,128,8,128,0.3,0.06304828822612762,67
662,baseline_lstm,128,8,64,0.1,0.06304828822612762,67
464,lstm_dense,128,8,16,0.1,0.06309961527585983,18
500,lstm_dense,128,8,16,0.2,0.06309961527585983,18
536,lstm_dense,128,8,16,0.3,0.06309961527585983,18
539,lstm_dropout,128,8,16,0.3,0.0631154254078865,21
863,lstm_dropout,128,8,128,0.3,0.0631154254078865,21
755,lstm_dropout,128,8,64,0.3,0.0631154254078865,21
647,lstm_dropout,128,8,32,0.3,0.0631154254078865,21
679,lstm_dense,64,8,64,0.1,0.06337112188339233,11
715,lstm_dense,64,8,64,0.2,0.06337112188339233,11
751,lstm_dense,64,8,64,0.3,0.06337112188339233,11
717,lstm_dropout,32,8,64,0.2,0.06360937654972076,35
501,lstm_dropout,32,8,16,0.2,0.06360937654972076,35
609,lstm_dropout,32,8,32,0.2,0.06360937654972076,35
825,lstm_dropout,32,8,128,0.2,0.06360937654972076,35
465,lstm_dropout,32,8,16,0.1,0.06367585808038712,27
573,lstm_dropout,32,8,32,0.1,0.06367585808038712,27
681,lstm_dropout,32,8,64,0.1,0.06367585808038712,27
789,lstm_dropout,32,8,128,0.1,0.06367585808038712,27
18,lstm_dense,32,4,16,0.1,0.06369614601135254,200
54,lstm_dense,32,4,16,0.2,0.06369614601135254,200
90,lstm_dense,32,4,16,0.3,0.06369614601135254,200
168,baseline_lstm,32,4,32,0.2,0.06372702121734619,11
348,baseline_lstm,32,4,128,0.1,0.06372702121734619,11
60,baseline_lstm,32,4,16,0.2,0.06372702121734619,11
96,baseline_lstm,32,4,16,0.3,0.06372702121734619,11
132,baseline_lstm,32,4,32,0.1,0.06372702121734619,11
312,baseline_lstm,32,4,64,0.3,0.06372702121734619,11
420,baseline_lstm,32,4,128,0.3,0.06372702121734619,11
240,baseline_lstm,32,4,64,0.1,0.06372702121734619,11
204,baseline_lstm,32,4,32,0.3,0.06372702121734619,11
276,baseline_lstm,32,4,64,0.2,0.06372702121734619,11
24,baseline_lstm,32,4,16,0.1,0.06372702121734619,11
384,baseline_lstm,32,4,128,0.2,0.06372702121734619,11
357,lstm_dropout,32,4,128,0.1,0.0641532763838768,13
249,lstm_dropout,32,4,64,0.1,0.0641532763838768,13
141,lstm_dropout,32,4,32,0.1,0.0641532763838768,13
33,lstm_dropout,32,4,16,0.1,0.0641532763838768,13
279,stacked_lstm,32,4,64,0.2,0.06476061791181564,9
63,stacked_lstm,32,4,16,0.2,0.06476061791181564,9
27,stacked_lstm,32,4,16,0.1,0.06476061791181564,9
135,stacked_lstm,32,4,32,0.1,0.06476061791181564,9
99,stacked_lstm,32,4,16,0.3,0.06476061791181564,9
207,stacked_lstm,32,4,32,0.3,0.06476061791181564,9
243,stacked_lstm,32,4,64,0.1,0.06476061791181564,9
387,stacked_lstm,32,4,128,0.2,0.06476061791181564,9
171,stacked_lstm,32,4,32,0.2,0.06476061791181564,9
351,stacked_lstm,32,4,128,0.1,0.06476061791181564,9
423,stacked_lstm,32,4,128,0.3,0.06476061791181564,9
315,stacked_lstm,32,4,64,0.3,0.06476061791181564,9
280,stacked_lstm,64,4,64,0.2,0.0647704228758812,10
208,stacked_lstm,64,4,32,0.3,0.0647704228758812,10
316,stacked_lstm,64,4,64,0.3,0.0647704228758812,10
172,stacked_lstm,64,4,32,0.2,0.0647704228758812,10
28,stacked_lstm,64,4,16,0.1,0.0647704228758812,10
136,stacked_lstm,64,4,32,0.1,0.0647704228758812,10
244,stacked_lstm,64,4,64,0.1,0.0647704228758812,10
424,stacked_lstm,64,4,128,0.3,0.0647704228758812,10
352,stacked_lstm,64,4,128,0.1,0.0647704228758812,10
100,stacked_lstm,64,4,16,0.3,0.0647704228758812,10
388,stacked_lstm,64,4,128,0.2,0.0647704228758812,10
64,stacked_lstm,64,4,16,0.2,0.0647704228758812,10
380,lstm_dense,128,4,128,0.2,0.06558889895677567,18
416,lstm_dense,128,4,128,0.3,0.06558889895677567,18
344,lstm_dense,128,4,128,0.1,0.06558889895677567,18
1289,stacked_lstm,128,16,128,0.3,0.06605520844459534,15
965,stacked_lstm,128,16,16,0.3,0.06605520844459534,15
1181,stacked_lstm,128,16,64,0.3,0.06605520844459534,15
1145,stacked_lstm,128,16,64,0.2,0.06605520844459534,15
1001,stacked_lstm,128,16,32,0.1,0.06605520844459534,15
1217,stacked_lstm,128,16,128,0.1,0.06605520844459534,15
893,stacked_lstm,128,16,16,0.1,0.06605520844459534,15
1073,stacked_lstm,128,16,32,0.3,0.06605520844459534,15
1037,stacked_lstm,128,16,32,0.2,0.06605520844459534,15
929,stacked_lstm,128,16,16,0.2,0.06605520844459534,15
1109,stacked_lstm,128,16,64,0.1,0.06605520844459534,15
1253,stacked_lstm,128,16,128,0.2,0.06605520844459534,15
824,lstm_dense,128,8,128,0.2,0.06695466488599777,13
860,lstm_dense,128,8,128,0.3,0.06695466488599777,13
788,lstm_dense,128,8,128,0.1,0.06695466488599777,13
392,lstm_dense,128,4,128,0.2,0.06762418150901794,10
428,lstm_dense,128,4,128,0.3,0.06762418150901794,10
356,lstm_dense,128,4,128,0.1,0.06762418150901794,10
630,lstm_dense,32,8,32,0.3,0.068144790828228,174
558,lstm_dense,32,8,32,0.1,0.068144790828228,174
594,lstm_dense,32,8,32,0.2,0.068144790828228,174
286,lstm_dropout,64,4,64,0.2,0.0682150349020958,12
70,lstm_dropout,64,4,16,0.2,0.0682150349020958,12
178,lstm_dropout,64,4,32,0.2,0.0682150349020958,12
394,lstm_dropout,64,4,128,0.2,0.0682150349020958,12
1256,lstm_dense,128,16,128,0.2,0.06834907084703445,18
1220,lstm_dense,128,16,128,0.1,0.06834907084703445,18
1292,lstm_dense,128,16,128,0.3,0.06834907084703445,18
786,lstm_dense,32,8,128,0.1,0.06836920976638794,14
858,lstm_dense,32,8,128,0.3,0.06836920976638794,14
822,lstm_dense,32,8,128,0.2,0.06836920976638794,14
1223,lstm_dropout,128,16,128,0.1,0.06872032582759857,16
1007,lstm_dropout,128,16,32,0.1,0.06872032582759857,16
1115,lstm_dropout,128,16,64,0.1,0.06872032582759857,16
899,lstm_dropout,128,16,16,0.1,0.06872032582759857,16
1160,lstm_dense,128,16,64,0.3,0.0689958855509758,38
1088,lstm_dense,128,16,64,0.1,0.0689958855509758,38
1124,lstm_dense,128,16,64,0.2,0.0689958855509758,38
1026,lstm_dense,32,16,32,0.2,0.06919210404157639,200
990,lstm_dense,32,16,32,0.1,0.06919210404157639,200
1062,lstm_dense,32,16,32,0.3,0.06919210404157639,200
1196,lstm_dense,128,16,128,0.1,0.06960451602935791,37
1232,lstm_dense,128,16,128,0.2,0.06960451602935791,37
1268,lstm_dense,128,16,128,0.3,0.06960451602935791,37
1,baseline_lstm,64,4,16,0.1,0.06972216814756393,162
361,baseline_lstm,64,4,128,0.2,0.06972216814756393,162
145,baseline_lstm,64,4,32,0.2,0.06972216814756393,162
325,baseline_lstm,64,4,128,0.1,0.06972216814756393,162
73,baseline_lstm,64,4,16,0.3,0.06972216814756393,162
253,baseline_lstm,64,4,64,0.2,0.06972216814756393,162
397,baseline_lstm,64,4,128,0.3,0.06972216814756393,162
217,baseline_lstm,64,4,64,0.1,0.06972216814756393,162
289,baseline_lstm,64,4,64,0.3,0.06972216814756393,162
181,baseline_lstm,64,4,32,0.3,0.06972216814756393,162
109,baseline_lstm,64,4,32,0.1,0.06972216814756393,162
37,baseline_lstm,64,4,16,0.2,0.06972216814756393,162
287,lstm_dropout,128,4,64,0.2,0.06992201507091522,11
179,lstm_dropout,128,4,32,0.2,0.06992201507091522,11
395,lstm_dropout,128,4,128,0.2,0.06992201507091522,11
71,lstm_dropout,128,4,16,0.2,0.06992201507091522,11
236,lstm_dense,128,4,64,0.1,0.07009132951498032,17
272,lstm_dense,128,4,64,0.2,0.07009132951498032,17
308,lstm_dense,128,4,64,0.3,0.07009132951498032,17
1219,lstm_dense,64,16,128,0.1,0.070260189473629,18
1255,lstm_dense,64,16,128,0.2,0.070260189473629,18
1291,lstm_dense,64,16,128,0.3,0.070260189473629,18
572,lstm_dense,128,8,32,0.1,0.07036890089511871,11
644,lstm_dense,128,8,32,0.3,0.07036890089511871,11
608,lstm_dense,128,8,32,0.2,0.07036890089511871,11
1112,lstm_dense,128,16,64,0.1,0.0710449293255806,12
1184,lstm_dense,128,16,64,0.3,0.0710449293255806,12
1148,lstm_dense,128,16,64,0.2,0.0710449293255806,12
826,lstm_dropout,64,8,128,0.2,0.0712432861328125,12
718,lstm_dropout,64,8,64,0.2,0.0712432861328125,12
610,lstm_dropout,64,8,32,0.2,0.0712432861328125,12
502,lstm_dropout,64,8,16,0.2,0.0712432861328125,12
1004,lstm_dense,128,16,32,0.1,0.07131553441286087,15
1076,lstm_dense,128,16,32,0.3,0.07131553441286087,15
1040,lstm_dense,128,16,32,0.2,0.07131553441286087,15
704,lstm_dense,128,8,64,0.2,0.07154270261526108,19
668,lstm_dense,128,8,64,0.1,0.07154270261526108,19
740,lstm_dense,128,8,64,0.3,0.07154270261526108,19
787,lstm_dense,64,8,128,0.1,0.07158388942480087,11
859,lstm_dense,64,8,128,0.3,0.07158388942480087,11
823,lstm_dense,64,8,128,0.2,0.07158388942480087,11
896,lstm_dense,128,16,16,0.1,0.07176632434129715,12
968,lstm_dense,128,16,16,0.3,0.07176632434129715,12
932,lstm_dense,128,16,16,0.2,0.07176632434129715,12
379,lstm_dense,64,4,128,0.2,0.07194876670837402,12
415,lstm_dense,64,4,128,0.3,0.07194876670837402,12
343,lstm_dense,64,4,128,0.1,0.07194876670837402,12
164,lstm_dense,128,4,32,0.2,0.07202496379613876,10
200,lstm_dense,128,4,32,0.3,0.07202496379613876,10
128,lstm_dense,128,4,32,0.1,0.07202496379613876,10
1251,stacked_lstm,32,16,128,0.2,0.07205968350172043,49
1287,stacked_lstm,32,16,128,0.3,0.07205968350172043,49
1071,stacked_lstm,32,16,32,0.3,0.07205968350172043,49
1107,stacked_lstm,32,16,64,0.1,0.07205968350172043,49
927,stacked_lstm,32,16,16,0.2,0.07205968350172043,49
891,stacked_lstm,32,16,16,0.1,0.07205968350172043,49
999,stacked_lstm,32,16,32,0.1,0.07205968350172043,49
1215,stacked_lstm,32,16,128,0.1,0.07205968350172043,49
1143,stacked_lstm,32,16,64,0.2,0.07205968350172043,49
963,stacked_lstm,32,16,16,0.3,0.07205968350172043,49
1179,stacked_lstm,32,16,64,0.3,0.07205968350172043,49
1035,stacked_lstm,32,16,32,0.2,0.07205968350172043,49
8,lstm_dense,128,4,16,0.1,0.07207206636667252,16
44,lstm_dense,128,4,16,0.2,0.07207206636667252,16
80,lstm_dense,128,4,16,0.3,0.07207206636667252,16
260,lstm_dense,128,4,64,0.2,0.07247301936149597,22
224,lstm_dense,128,4,64,0.1,0.07247301936149597,22
296,lstm_dense,128,4,64,0.3,0.07247301936149597,22
776,lstm_dense,128,8,128,0.1,0.07248027622699738,18
848,lstm_dense,128,8,128,0.3,0.07248027622699738,18
812,lstm_dense,128,8,128,0.2,0.07248027622699738,18
152,lstm_dense,128,4,32,0.2,0.07266613095998764,16
188,lstm_dense,128,4,32,0.3,0.07266613095998764,16
116,lstm_dense,128,4,32,0.1,0.07266613095998764,16
1244,lstm_dense,128,16,128,0.2,0.07362817972898483,24
1280,lstm_dense,128,16,128,0.3,0.07362817972898483,24
1208,lstm_dense,128,16,128,0.1,0.07362817972898483,24
367,lstm_dense,64,4,128,0.2,0.07365535944700241,18
403,lstm_dense,64,4,128,0.3,0.07365535944700241,18
331,lstm_dense,64,4,128,0.1,0.07365535944700241,18
322,lstm_dropout,64,4,64,0.3,0.07370635122060776,8
430,lstm_dropout,64,4,128,0.3,0.07370635122060776,8
106,lstm_dropout,64,4,16,0.3,0.07370635122060776,8
214,lstm_dropout,64,4,32,0.3,0.07370635122060776,8
414,lstm_dense,32,4,128,0.3,0.07391893118619919,18
342,lstm_dense,32,4,128,0.1,0.07391893118619919,18
378,lstm_dense,32,4,128,0.2,0.07391893118619919,18
299,lstm_dropout,128,4,64,0.3,0.07408668100833893,28
83,lstm_dropout,128,4,16,0.3,0.07408668100833893,28
407,lstm_dropout,128,4,128,0.3,0.07408668100833893,28
191,lstm_dropout,128,4,32,0.3,0.07408668100833893,28
678,lstm_dense,32,8,64,0.1,0.07419425994157791,14
714,lstm_dense,32,8,64,0.2,0.07419425994157791,14
750,lstm_dense,32,8,64,0.3,0.07419425994157791,14
20,lstm_dense,128,4,16,0.1,0.0748065710067749,11
92,lstm_dense,128,4,16,0.3,0.0748065710067749,11
56,lstm_dense,128,4,16,0.2,0.0748065710067749,11
